Customer_ID,Last_Purchase_Date,First_Purchase_Date,Total_Transactions,Total_Sales,Promo_Usage,Days_Since_First_Purchase,Avg_Basket_Size,Customer_Tenure,Promo_Usage_Rate,Recency,Churn,Frequency,Monetary,Store
122,2015-07-25,2013-02-12,7,7264,1,899,1037.7142857142858,899,0.1428571428571428,6,0,7,7264,5
123,2015-04-26,2013-02-11,7,8001,0,900,1143.0,900,0.0,96,1,7,8001,7
124,2015-01-31,2013-01-05,13,14245,0,937,1095.7692307692307,937,0.0,181,1,13,14245,8
125,2015-07-04,2013-01-19,13,15306,0,923,1177.3846153846157,923,0.0,27,0,13,15306,5
126,2015-07-04,2013-01-05,25,27469,0,937,1098.76,937,0.0,27,0,25,27469,13
127,2015-07-11,2013-01-19,8,9371,0,923,1171.375,923,0.0,20,0,8,9371,7
128,2015-07-25,2013-01-26,17,20172,0,916,1186.5882352941176,916,0.0,6,0,17,20172,9
129,2015-05-14,2013-01-19,20,22705,2,923,1135.25,923,0.1,78,0,20,22705,10
130,2015-02-28,2013-02-02,14,16175,0,909,1155.357142857143,909,0.0,153,1,14,16175,6
131,2015-07-25,2013-01-19,33,40807,3,923,1236.5757575757575,923,0.0909090909090909,6,0,33,40807,14
132,2015-05-16,2013-02-09,13,15801,0,902,1215.4615384615386,902,0.0,76,0,13,15801,8
133,2015-07-25,2013-01-19,20,23429,0,923,1171.45,923,0.0,6,0,20,23429,14
134,2015-05-24,2013-02-09,22,28544,1,902,1297.4545454545455,902,0.0454545454545454,68,0,22,28544,10
135,2014-12-13,2013-01-05,14,15513,0,937,1108.071428571429,937,0.0,230,1,14,15513,10
136,2015-06-27,2013-01-12,14,18392,0,930,1313.7142857142858,930,0.0,34,0,14,18392,8
137,2015-07-11,2013-01-12,25,31382,0,930,1255.28,930,0.0,20,0,25,31382,13
138,2015-06-06,2013-01-12,21,27103,1,930,1290.6190476190477,930,0.0476190476190476,55,0,21,27103,12
139,2015-06-13,2013-01-12,18,22819,1,930,1267.7222222222222,930,0.0555555555555555,48,0,18,22819,13
140,2015-06-13,2013-01-17,20,27235,1,925,1361.75,925,0.05,48,0,20,27235,11
141,2015-05-14,2013-02-12,25,32195,0,899,1287.8,899,0.0,78,0,25,32195,12
142,2015-07-25,2013-01-26,36,48022,0,916,1333.9444444444443,916,0.0,6,0,36,48022,16
143,2015-07-25,2013-02-07,23,29840,2,904,1297.391304347826,904,0.0869565217391304,6,0,23,29840,14
144,2015-07-04,2013-01-05,20,26747,1,937,1337.35,937,0.05,27,0,20,26747,12
145,2015-06-27,2013-02-11,24,31920,1,900,1330.0,900,0.0416666666666666,34,0,24,31920,15
146,2015-07-11,2013-02-11,24,34033,0,900,1418.0416666666667,900,0.0,20,0,24,34033,10
147,2015-07-25,2013-02-12,35,47507,1,899,1357.3428571428572,899,0.0285714285714285,6,0,35,47507,16
148,2015-05-30,2013-01-02,22,29918,0,940,1359.909090909091,940,0.0,62,0,22,29918,14
149,2015-07-25,2013-01-16,27,38472,1,926,1424.888888888889,926,0.037037037037037,6,0,27,38472,17
150,2015-06-13,2013-03-12,17,23191,0,871,1364.1764705882354,871,0.0,48,0,17,23191,12
151,2015-07-18,2013-01-16,22,31170,1,926,1416.8181818181818,926,0.0454545454545454,13,0,22,31170,13
152,2015-07-11,2013-02-16,21,29739,0,895,1416.142857142857,895,0.0,20,0,21,29739,14
153,2015-07-18,2013-01-05,46,65084,0,937,1414.8695652173913,937,0.0,13,0,46,65084,16
154,2015-02-28,2013-01-12,21,30408,1,930,1448.0,930,0.0476190476190476,153,1,21,30408,15
155,2015-05-23,2013-01-13,23,30629,0,929,1331.695652173913,929,0.0,69,0,23,30629,12
156,2015-07-25,2013-01-17,27,38884,0,925,1440.148148148148,925,0.0,6,0,27,38884,14
157,2015-07-04,2013-01-26,27,37304,0,916,1381.6296296296296,916,0.0,27,0,27,37304,15
158,2015-06-27,2013-01-12,48,68438,0,930,1425.7916666666667,930,0.0,34,0,48,68438,18
159,2015-07-18,2013-01-17,29,44575,1,925,1537.0689655172414,925,0.0344827586206896,13,0,29,44575,18
160,2015-07-11,2013-01-19,33,48040,3,923,1455.7575757575758,923,0.0909090909090909,20,0,33,48040,21
161,2015-07-10,2013-01-05,35,48794,0,937,1394.1142857142856,937,0.0,21,0,35,48794,19
162,2015-05-16,2013-01-05,20,31561,1,937,1578.05,937,0.05,76,0,20,31561,10
163,2015-06-20,2013-01-19,24,34839,1,923,1451.625,923,0.0416666666666666,41,0,24,34839,14
164,2015-07-18,2013-01-05,56,81750,1,937,1459.821428571429,937,0.0178571428571428,13,0,56,81750,24
165,2015-06-27,2013-01-05,31,43208,0,937,1393.8064516129032,937,0.0,34,0,31,43208,16
166,2015-07-11,2013-02-23,20,28719,1,888,1435.95,888,0.05,20,0,20,28719,15
167,2015-06-13,2013-01-26,25,37417,1,916,1496.68,916,0.04,48,0,25,37417,18
168,2015-02-23,2013-01-21,18,28395,1,921,1577.5,921,0.0555555555555555,158,1,18,28395,12
169,2015-07-25,2013-01-12,55,83196,5,930,1512.6545454545455,930,0.0909090909090909,6,0,55,83196,33
170,2015-06-26,2013-01-26,23,34612,0,916,1504.8695652173913,916,0.0,35,0,23,34612,15
171,2015-07-18,2013-01-04,21,29393,0,938,1399.6666666666667,938,0.0,13,0,21,29393,15
172,2015-06-27,2013-01-12,34,53752,0,930,1580.9411764705883,930,0.0,34,0,34,53752,14
173,2015-06-27,2013-01-05,36,54221,2,937,1506.138888888889,937,0.0555555555555555,34,0,36,54221,26
174,2015-07-25,2013-01-03,50,78692,1,939,1573.84,939,0.02,6,0,50,78692,25
175,2015-05-09,2013-02-11,32,48735,0,900,1522.96875,900,0.0,83,0,32,48735,19
176,2015-06-21,2013-01-16,40,61768,2,926,1544.2,926,0.05,40,0,40,61768,22
177,2015-07-05,2013-01-16,35,52163,0,926,1490.3714285714286,926,0.0,26,0,35,52163,21
178,2015-03-28,2013-01-29,38,59831,0,913,1574.5,913,0.0,125,1,38,59831,21
179,2015-06-06,2013-01-03,38,63307,1,939,1665.9736842105262,939,0.0263157894736842,55,0,38,63307,21
180,2015-07-11,2013-01-16,73,114028,4,926,1562.027397260274,926,0.0547945205479452,20,0,73,114028,36
181,2015-07-25,2013-01-05,26,43195,0,937,1661.3461538461538,937,0.0,6,0,26,43195,22
182,2015-06-21,2013-01-26,50,82513,1,916,1650.26,916,0.02,40,0,50,82513,23
183,2015-07-25,2013-01-05,49,79005,3,937,1612.34693877551,937,0.0612244897959183,6,0,49,79005,34
184,2015-07-04,2013-01-17,28,43814,0,925,1564.7857142857142,925,0.0,27,0,28,43814,22
185,2015-06-28,2013-01-05,84,140668,2,937,1674.6190476190477,937,0.0238095238095238,33,0,84,140668,43
186,2015-07-25,2013-01-17,43,72422,1,925,1684.2325581395348,925,0.0232558139534883,6,0,43,72422,24
187,2015-05-16,2013-01-05,35,57314,2,937,1637.5428571428572,937,0.0571428571428571,76,0,35,57314,29
188,2015-07-25,2013-02-09,30,51057,2,902,1701.9,902,0.0666666666666666,6,0,30,51057,20
189,2015-07-25,2013-01-14,45,75207,2,928,1671.2666666666669,928,0.0444444444444444,6,0,45,75207,28
190,2015-07-11,2013-01-05,98,170660,4,937,1741.428571428571,937,0.0408163265306122,20,0,98,170660,43
191,2015-05-23,2013-02-11,55,93027,3,900,1691.4,900,0.0545454545454545,69,0,55,93027,30
192,2015-07-04,2013-01-02,51,87138,0,940,1708.5882352941176,940,0.0,27,0,51,87138,31
193,2015-07-25,2013-01-06,35,64742,0,936,1849.7714285714285,936,0.0,6,0,35,64742,21
194,2015-07-25,2013-01-15,43,76294,1,927,1774.2790697674418,927,0.0232558139534883,6,0,43,76294,26
195,2015-07-25,2013-01-05,47,86279,1,937,1835.723404255319,937,0.0212765957446808,6,0,47,86279,28
196,2015-07-22,2013-01-16,89,162267,3,926,1823.224719101124,926,0.0337078651685393,9,0,89,162267,45
197,2015-07-24,2013-01-16,51,91250,1,926,1789.2156862745098,926,0.0196078431372549,7,0,51,91250,37
198,2015-07-25,2013-01-12,51,89104,4,930,1747.137254901961,930,0.0784313725490196,6,0,51,89104,31
199,2015-07-25,2013-01-19,56,102210,1,923,1825.1785714285716,923,0.0178571428571428,6,0,56,102210,31
200,2015-07-25,2013-01-12,50,89925,0,930,1798.5,930,0.0,6,0,50,89925,30
201,2015-07-25,2013-01-12,98,184026,1,930,1877.8163265306123,930,0.010204081632653,6,0,98,184026,44
202,2015-07-18,2013-01-05,65,117897,1,937,1813.8,937,0.0153846153846153,13,0,65,117897,34
203,2015-07-25,2013-01-15,51,94531,0,927,1853.549019607843,927,0.0,6,0,51,94531,37
204,2015-07-04,2013-01-12,55,102249,3,930,1859.0727272727272,930,0.0545454545454545,27,0,55,102249,35
205,2015-07-25,2013-01-29,62,119790,0,913,1932.0967741935483,913,0.0,6,0,62,119790,31
206,2015-07-25,2013-01-05,121,228027,4,937,1884.5206611570247,937,0.0330578512396694,6,0,121,228027,54
207,2015-07-25,2013-01-16,75,141096,1,926,1881.28,926,0.0133333333333333,6,0,75,141096,42
208,2015-07-11,2013-01-17,67,126340,2,925,1885.6716417910447,925,0.0298507462686567,20,0,67,126340,40
209,2015-07-07,2013-01-12,59,116345,1,930,1971.949152542373,930,0.0169491525423728,24,0,59,116345,38
210,2015-07-25,2013-01-12,81,155107,0,930,1914.9012345679007,930,0.0,6,0,81,155107,49
211,2015-07-04,2013-01-16,67,132016,1,926,1970.3880597014925,926,0.0149253731343283,27,0,67,132016,48
212,2015-07-25,2013-01-05,133,258043,5,937,1940.172932330827,937,0.037593984962406,6,0,133,258043,53
213,2015-07-25,2013-01-26,62,120803,2,916,1948.435483870968,916,0.032258064516129,6,0,62,120803,40
214,2015-07-25,2013-01-16,78,153420,3,926,1966.923076923077,926,0.0384615384615384,6,0,78,153420,45
215,2015-07-20,2013-01-03,86,166093,5,939,1931.313953488372,939,0.0581395348837209,11,0,86,166093,52
216,2015-07-18,2013-01-05,59,125883,1,937,2133.610169491525,937,0.0169491525423728,13,0,59,125883,36
217,2015-07-25,2013-01-18,141,277989,4,924,1971.5531914893616,924,0.0283687943262411,6,0,141,277989,63
218,2015-07-25,2013-01-12,83,164407,2,930,1980.8072289156623,930,0.0240963855421686,6,0,83,164407,51
219,2015-07-18,2013-01-05,79,159334,1,937,2016.886075949367,937,0.0126582278481012,13,0,79,159334,45
220,2015-07-25,2013-01-03,81,167172,3,939,2063.851851851852,939,0.037037037037037,6,0,81,167172,53
221,2015-07-25,2013-01-15,86,175997,3,927,2046.4767441860463,927,0.0348837209302325,6,0,86,175997,51
222,2015-07-25,2013-01-05,82,173361,4,937,2114.1585365853657,937,0.048780487804878,6,0,82,173361,44
223,2015-07-25,2013-01-12,162,348843,6,930,2153.351851851852,930,0.037037037037037,6,0,162,348843,72
224,2015-07-26,2013-01-05,99,215796,5,937,2179.757575757576,937,0.0505050505050505,5,0,99,215796,58
225,2015-07-18,2013-01-05,97,206356,4,937,2127.381443298969,937,0.0412371134020618,13,0,97,206356,63
226,2015-07-25,2013-01-15,89,177987,2,927,1999.8539325842696,927,0.0224719101123595,6,0,89,177987,49
227,2015-07-18,2013-01-05,97,203698,3,937,2099.979381443299,937,0.0309278350515463,13,0,97,203698,61
228,2015-07-25,2013-01-14,166,358920,10,928,2162.1686746987957,928,0.0602409638554216,6,0,166,358920,75
229,2015-07-18,2013-01-15,98,216582,3,927,2210.020408163265,927,0.0306122448979591,13,0,98,216582,57
230,2015-07-25,2013-01-12,107,226600,5,930,2117.7570093457944,930,0.0467289719626168,6,0,107,226600,65
231,2015-07-25,2013-01-12,102,221157,7,930,2168.205882352941,930,0.0686274509803921,6,0,102,221157,59
232,2015-07-25,2013-01-19,77,171559,3,923,2228.038961038961,923,0.0389610389610389,6,0,77,171559,54
233,2015-07-25,2013-01-05,200,444937,17,937,2224.685,937,0.085,6,0,200,444937,91
234,2015-07-25,2013-01-05,114,252898,5,937,2218.40350877193,937,0.043859649122807,6,0,114,252898,66
235,2015-07-18,2013-01-03,106,244002,3,939,2301.9056603773583,939,0.0283018867924528,13,0,106,244002,61
236,2015-07-25,2013-01-04,127,277165,6,938,2182.4015748031497,938,0.0472440944881889,6,0,127,277165,65
237,2015-07-18,2013-01-05,99,222487,3,937,2247.343434343434,937,0.0303030303030303,13,0,99,222487,66
238,2015-07-18,2013-01-10,105,240782,8,932,2293.1619047619047,932,0.0761904761904762,13,0,105,240782,64
239,2015-07-25,2013-01-05,258,588415,13,937,2280.678294573644,937,0.0503875968992248,6,0,258,588415,109
240,2015-07-25,2013-01-02,136,313510,13,940,2305.220588235294,940,0.0955882352941176,6,0,136,313510,82
241,2015-07-25,2013-01-05,108,240453,7,937,2226.4166666666665,937,0.0648148148148148,6,0,108,240453,74
242,2015-07-25,2013-01-05,119,277174,6,937,2329.1932773109243,937,0.0504201680672268,6,0,119,277174,74
243,2015-07-25,2013-01-02,132,311119,11,940,2356.962121212121,940,0.0833333333333333,6,0,132,311119,69
244,2015-07-24,2013-01-03,266,628179,14,939,2361.5751879699246,939,0.0526315789473684,7,0,266,628179,110
245,2015-07-18,2013-01-08,135,322279,10,934,2387.251851851852,934,0.074074074074074,13,0,135,322279,81
246,2015-07-25,2013-01-04,140,338739,8,938,2419.5642857142857,938,0.0571428571428571,6,0,140,338739,79
247,2015-07-23,2013-01-05,131,308029,6,937,2351.3664122137407,937,0.0458015267175572,8,0,131,308029,76
248,2015-07-21,2013-01-05,129,313769,9,937,2432.3178294573645,937,0.0697674418604651,10,0,129,313769,79
249,2015-07-26,2013-01-03,269,660996,13,939,2457.2342007434945,939,0.0483271375464684,5,0,269,660996,118
250,2015-07-26,2013-01-16,135,330585,8,926,2448.777777777778,926,0.0592592592592592,5,0,135,330585,84
251,2015-07-21,2013-01-02,120,283964,8,940,2366.366666666667,940,0.0666666666666666,10,0,120,283964,82
252,2015-07-19,2013-01-04,144,365397,9,938,2537.4791666666665,938,0.0625,12,0,144,365397,83
253,2015-07-25,2013-01-10,147,367660,12,932,2501.08843537415,932,0.0816326530612244,6,0,147,367660,88
254,2015-07-25,2013-01-02,152,388262,12,940,2554.3552631578946,940,0.0789473684210526,6,0,152,388262,86
255,2015-07-25,2013-01-02,309,786037,30,940,2543.8090614886733,940,0.0970873786407767,6,0,309,786037,123
256,2015-07-22,2013-01-08,182,453168,16,934,2489.934065934066,934,0.0879120879120879,9,0,182,453168,92
257,2015-07-25,2013-01-14,137,342808,6,928,2502.2481751824816,928,0.0437956204379562,6,0,137,342808,81
258,2015-07-25,2013-01-04,181,463390,19,938,2560.1657458563536,938,0.1049723756906077,6,0,181,463390,101
259,2015-07-25,2013-01-05,167,420606,14,937,2518.598802395209,937,0.0838323353293413,6,0,167,420606,93
260,2015-07-25,2013-01-02,349,903582,33,940,2589.0601719197707,940,0.0945558739255014,6,0,349,903582,143
261,2015-07-25,2013-01-09,156,405925,12,933,2602.083333333333,933,0.0769230769230769,6,0,156,405925,106
262,2015-07-25,2013-01-03,171,444528,7,939,2599.5789473684213,939,0.0409356725146198,6,0,171,444528,87
263,2015-07-25,2013-01-02,175,460668,15,940,2632.388571428572,940,0.0857142857142857,6,0,175,460668,98
264,2015-07-25,2013-01-05,162,418947,10,937,2586.0925925925926,937,0.0617283950617283,6,0,162,418947,102
265,2015-07-25,2013-01-11,350,927533,29,931,2650.094285714286,931,0.0828571428571428,6,0,350,927533,142
266,2015-07-25,2013-01-05,200,543250,24,937,2716.25,937,0.12,6,0,200,543250,105
267,2015-07-18,2013-01-02,190,503483,25,940,2649.9105263157894,940,0.131578947368421,13,0,190,503483,104
268,2015-07-23,2013-01-05,182,492976,27,937,2708.6593406593406,937,0.1483516483516483,8,0,182,492976,108
269,2015-07-25,2013-01-02,199,538953,19,940,2708.3065326633164,940,0.0954773869346733,6,0,199,538953,110
270,2015-07-25,2013-01-02,195,524381,23,940,2689.133333333333,940,0.1179487179487179,6,0,195,524381,107
271,2015-07-29,2013-01-03,409,1117296,48,939,2731.7750611246943,939,0.1173594132029339,2,0,409,1117296,159
272,2015-07-18,2013-01-04,192,527342,19,938,2746.5729166666665,938,0.0989583333333333,13,0,192,527342,109
273,2015-07-30,2013-01-04,196,535293,23,938,2731.0867346938776,938,0.1173469387755102,1,0,196,535293,114
274,2015-07-31,2013-01-05,202,558615,24,937,2765.420792079208,937,0.1188118811881188,0,0,202,558615,113
275,2015-07-22,2013-01-14,213,585070,25,928,2746.807511737089,928,0.1173708920187793,9,0,213,585070,110
276,2015-07-30,2013-01-05,431,1183410,50,937,2745.730858468677,937,0.1160092807424593,1,0,431,1183410,169
277,2015-07-22,2013-01-02,218,600775,22,940,2755.848623853211,940,0.1009174311926605,9,0,218,600775,117
278,2015-07-25,2013-01-12,214,607763,22,930,2840.0140186915887,930,0.102803738317757,6,0,214,607763,116
279,2015-07-25,2013-01-03,202,570261,24,939,2823.0742574257424,939,0.1188118811881188,6,0,202,570261,110
280,2015-07-26,2013-01-10,234,649390,23,932,2775.17094017094,932,0.0982905982905982,5,0,234,649390,129
281,2015-07-25,2013-01-02,483,1347037,50,940,2788.896480331263,940,0.10351966873706,6,0,483,1347037,185
282,2015-07-18,2013-01-05,237,674766,20,937,2847.1139240506327,937,0.0843881856540084,13,0,237,674766,121
283,2015-07-22,2013-01-02,241,682364,19,940,2831.3858921161827,940,0.0788381742738589,9,0,241,682364,132
284,2015-07-25,2013-01-02,247,711332,27,940,2879.886639676113,940,0.1093117408906882,6,0,247,711332,126
285,2015-07-23,2013-01-04,235,661193,20,938,2813.587234042553,938,0.0851063829787234,8,0,235,661193,124
286,2015-07-11,2013-01-05,228,652504,20,937,2861.8596491228072,937,0.087719298245614,20,0,228,652504,125
287,2015-07-29,2013-01-05,461,1335250,49,937,2896.420824295011,937,0.106290672451193,2,0,461,1335250,182
288,2015-07-22,2013-01-03,234,688963,26,939,2944.2863247863247,939,0.1111111111111111,9,0,234,688963,123
289,2015-07-24,2013-01-05,248,711119,19,937,2867.4153225806454,937,0.0766129032258064,7,0,248,711119,134
290,2015-07-21,2013-01-03,267,790242,24,939,2959.7078651685392,939,0.0898876404494382,10,0,267,790242,122
291,2015-07-25,2013-01-05,256,755340,24,937,2950.546875,937,0.09375,6,0,256,755340,137
292,2015-07-28,2013-01-02,555,1639389,73,940,2953.854054054054,940,0.1315315315315315,3,0,555,1639389,193
293,2015-07-25,2013-01-05,236,696901,36,937,2952.9703389830506,937,0.1525423728813559,6,0,236,696901,121
294,2015-07-22,2013-01-02,259,778602,29,940,3006.185328185328,940,0.1119691119691119,9,0,259,778602,136
295,2015-07-24,2013-01-15,257,774016,40,927,3011.7354085603115,927,0.1556420233463035,7,0,257,774016,137
296,2015-07-25,2013-01-03,263,761461,20,939,2895.28897338403,939,0.0760456273764258,6,0,263,761461,147
297,2015-07-25,2013-01-03,253,770100,30,939,3043.873517786561,939,0.1185770750988142,6,0,253,770100,142
298,2015-07-25,2013-01-03,586,1777794,69,939,3033.778156996587,939,0.1177474402730375,6,0,586,1777794,206
299,2015-07-25,2013-01-02,322,975000,34,940,3027.950310559006,940,0.1055900621118012,6,0,322,975000,155
300,2015-07-25,2013-01-03,295,904676,44,939,3066.6983050847457,939,0.1491525423728813,6,0,295,904676,148
301,2015-07-29,2013-01-03,277,843503,36,939,3045.1371841155237,939,0.1299638989169675,2,0,277,843503,146
302,2015-07-25,2013-01-03,299,916577,30,939,3065.47491638796,939,0.1003344481605351,6,0,299,916577,159
303,2015-07-25,2013-01-02,579,1798509,90,940,3106.2331606217617,940,0.155440414507772,6,0,579,1798509,203
304,2015-07-21,2013-01-05,320,989301,48,937,3091.565625,937,0.15,10,0,320,989301,173
305,2015-07-25,2013-01-02,309,969749,39,940,3138.346278317152,940,0.1262135922330097,6,0,309,969749,157
306,2015-07-29,2013-01-05,314,993572,47,937,3164.242038216561,937,0.1496815286624203,2,0,314,993572,145
307,2015-07-20,2013-01-09,302,944335,41,933,3126.937086092715,933,0.1357615894039735,11,0,302,944335,153
308,2015-07-25,2013-01-02,580,1786627,64,940,3080.3913793103447,940,0.1103448275862069,6,0,580,1786627,219
309,2015-07-25,2013-01-05,331,1061687,45,937,3207.513595166163,937,0.1359516616314199,6,0,331,1061687,164
310,2015-07-25,2013-01-09,320,1019574,38,933,3186.16875,933,0.11875,6,0,320,1019574,155
311,2015-07-30,2013-01-02,305,965011,43,940,3163.9704918032785,940,0.140983606557377,1,0,305,965011,165
312,2015-07-30,2013-01-05,311,996684,47,937,3204.7717041800643,937,0.1511254019292604,1,0,311,996684,158
313,2015-07-25,2013-01-04,340,1089445,41,938,3204.25,938,0.1205882352941176,6,0,340,1089445,166
314,2015-07-30,2013-01-02,645,2070490,84,940,3210.062015503876,940,0.1302325581395348,1,0,645,2070490,224
315,2015-07-31,2013-01-02,310,988806,40,940,3189.696774193548,940,0.1290322580645161,0,0,310,988806,173
316,2015-07-29,2013-01-03,341,1102021,55,939,3231.733137829912,939,0.1612903225806451,2,0,341,1102021,174
317,2015-07-25,2013-01-02,335,1074953,53,940,3208.8149253731344,940,0.1582089552238806,6,0,335,1074953,180
318,2015-07-30,2013-01-03,370,1181522,42,939,3193.302702702703,939,0.1135135135135135,1,0,370,1181522,185
319,2015-07-25,2013-01-02,709,2332919,95,940,3290.435825105783,940,0.1339915373765867,6,0,709,2332919,248
320,2015-07-25,2013-01-03,352,1151843,54,939,3272.28125,939,0.1534090909090909,6,0,352,1151843,185
321,2015-07-30,2013-01-04,375,1232413,46,938,3286.4346666666665,938,0.1226666666666666,1,0,375,1232413,193
322,2015-07-25,2013-01-02,340,1097552,44,940,3228.0941176470587,940,0.1294117647058823,6,0,340,1097552,173
323,2015-07-29,2013-01-03,341,1120736,50,939,3286.615835777126,939,0.1466275659824047,2,0,341,1120736,181
324,2015-07-25,2013-01-02,766,2534557,107,940,3308.8211488250654,940,0.139686684073107,6,0,766,2534557,248
